file name,text,index,left character,right character,left emote,right emote,RequireYN?,OnYes,OnNo,End Talkie ?,Talkie Motion
Cha_0_1_Marcus_2_T3,Are you ready to lose Explorer!?,4,Julius,Marcus,4_MC_EP,3_MO,yes,goto5,goto7,,
Marcus_Laugh,HA HA HA!!!!,5,,Marcus,,6_MO,,,,,
Cha_0_1_Marcus_3_T2,Prepare yourself Explorer! ,6,,Marcus,,3_MO,,,,yes,
Cha_0_1_Marcus_4_T1,WHAT!? EXCUSE ME!?,7,,Marcus,,9_MO,,,,,
Cha_0_1_Marcus_4_T2,…,8,,Marcus,,9_MC,,,,,
Cha_0_1_Marcus_4_T3,Whatever.,9,,Marcus,,5_MO,,,,,
Cha_0_1_Marcus_4_T4,Come back when you're ready for my victory!,10,,Marcus,,2_MO,,,,,
Marcus_Laugh,HA HA HA!!!!,11,,Marcus,,6_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaJulius_2_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_1h_Julius_1_T1,...,0,,Julius,,21_MC_EP,,,,,
Cha_0_1h_Marcus_2_T1,UGH!,1,Julius,Marcus,21_MC_EO,4_MO,,,,,
Cha_0_1h_Marcus_2_T2,Useless! ,2,Julius,Marcus,21_MC_EO,5_MO,,,,,
Cha_0_1h_Marcus_2_T3,I should have known I’d have to handle this myself!,3,Julius,Marcus,21_MC_EO,4_MO,,,,,
Cha_0_1h_Marcus_2_T4,Come at me Explorer~ you ready to lose?,4,Julius,Marcus,21_MC_EO,3_MO,yes,goto5,goto7,,
Marcus_Laugh,HA HA HA!!!!,5,,Marcus,,6_MO,,,,,
Cha_0_1_Marcus_3_T2,Prepare yourself Explorer! ,6,,Marcus,,3_MO,,,,yes,
Cha_0_1_Marcus_4_T1,WHAT!? EXCUSE ME!?,7,,Marcus,,9_MO,,,,,
Cha_0_1_Marcus_4_T2,…,8,,Marcus,,9_MC,,,,,
Cha_0_1_Marcus_4_T3,Whatever.,9,,Marcus,,5_MO,,,,,
Cha_0_1_Marcus_4_T4,Come back when you're ready for my victory!,10,,Marcus,,2_MO,,,,,
Marcus_Laugh,HA HA HA!!!!,11,,Marcus,,6_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaMarcusWins_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,,Marcus,,6_MO,,,,,
Cha_0_2a_Marcus_1_T2,I told you I’d win!!!,1,,Marcus,,2_MO,,,,,
Cha_0_2a_Julius_2_T1,Take that Explorer!,2,Marcus,Julius,3_MC,2_MO_EP,,,,,
Cha_0_2a_Julius_2_T2,I knew we’d beat you!,3,Marcus,Julius,3_MC,4_MO_EC,,,,,
Cha_0_1a_Red_4_T1,It’s okay Explorer! ,4,Red,,1_MO_EP,,,,,,
Cha_0_1a_Red_4_T2,Let's go practice some more.,5,Red,,2_MO_EP,,,,,,
,,,,,,,,,,,
$Title,ChaMarcusWins_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,,Marcus,,6_MO,,,,,
Cha_0_2a_Marcus_1_T2,I told you I’d win!!!,1,,Marcus,,2_MO,,,,,
Cha_0_2a_Brutus_2_T1,Heh heh… Yeah.. ,2,Marcus,Brutus,3_MC,3_MO,,,,,
Cha_0_2a_Brutus_2_T2,Show em.,3,Marcus,Brutus,3_MC,4_MO,,,,,
Cha_0_1a_Red_4_T1,It’s okay Explorer! ,4,Red,,1_MO_EP,,,,,,
Cha_0_1a_Red_4_T2,Let's go practice some more.,5,Red,,2_MO_EP,,,,,,
,,,,,,,,,,,
$Title,ChaMarcus_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,,Marcus,,6_MO,,,,,
Cha_0_2b_Marcus_1_T2,Are you ready Explorer?,1,,Marcus,,3_MO,yes,goto2,goto3,,
Cha_0_2b_Marcus_2_T1,Alright~ let's do this.,2,,Marcus,,3_MO,,,,yes,
Cha_0_2b_Marcus_3_T1,I’ll be waiting.,3,,Marcus,,5_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaMarcus_2_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_2_Marcus_1_T1,WHAT?!,0,,Marcus,,9_MO,,,,,
Cha_0_2_Marcus_1_T2,HOW IS THIS POSSIBLE?!,1,,Marcus,,4_MO,,,,,
Cha_0_2_Red_2_T1,You're doing great Explorer!,2,Red,Marcus,2_MO_EP,4_MC,,,,,
Cha_0_2_Red_2_T2,We’re almost there!,3,Red,Marcus,4_MO_EC,4_MC,,,,,
Cha_0_2_Julius_3_T1,Enough games!,4,Red,Julius,5_MC_EI,7_MO_EP,,,,,
Cha_0_2_Julius_3_T2,Brutus it’s your turn! ,5,Red,Julius,5_MC_EI,8_MO_EO,,,,,
Cha_0_2_Brutus_4_T1,Yawn…,6,Julius,Brutus,2_MC_EI,6_MO,,,,,
Cha_0_2_Brutus_4_T2,Alright…,7,Julius,Brutus,2_MC_EI,7_MO,,,,,
Cha_0_2_Brutus_4_T3,let's get this over with…,8,Julius,Brutus,2_MC_EI,5_MO,yes,goto9,goto12,,
Cha_0_2_Brutus_5_T1,Okay Explorer…,9,,Brutus,,4_MO,,,,,
Cha_0_2_Brutus_5_T2,Yawn…,10,,Brutus,,6_MO,,,,,
Cha_0_2_Brutus_5_T3,Time for me to beat you I guess… ,11,,Brutus,,7_MO,,,,yes,
Cha_0_2_Brutus_6_T1,Yawn..,12,,Brutus,,6_MO,,,,,
Cha_0_2_Brutus_6_T2,Yeah whatever...,13,,Brutus,,7_MO,,,,,
Cha_0_2_Brutus_6_T3,I’ll be here…,14,,Brutus,,3_MO,,,,,
Cha_0_2_Brutus_6_T4,Or whatever…,15,,Brutus,,5_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaMarcus_2_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_2_Marcus_1_T1,WHAT?!,0,,Marcus,,9_MO,,,,,
Cha_0_2_Marcus_1_T2,HOW IS THIS POSSIBLE?!,1,,Marcus,,4_MO,,,,,
Cha_0_2_Red_2_T1,You're doing great Explorer!,2,Red,Marcus,2_MO_EP,4_MC,,,,,
Cha_0_2_Red_2_T2,We’re almost there!,3,Red,Marcus,4_MO_EC,4_MC,,,,,
Cha_0_2_Marcus_3_T1,ENOUGH!,4,Red,Marcus,5_MC_EI,4_MO,,,,,
Cha_0_2_Marcus_3_T2,Brutus it’s your turn! ,5,Red,Marcus,5_MC_EI,7_MC,,,,,
Cha_0_2_Brutus_4_T1,Yawn…,6,Julius,Brutus,2_MC_EI,6_MO,,,,,
Cha_0_2_Brutus_4_T2,Alright…,7,Julius,Brutus,2_MC_EI,7_MO,,,,,
Cha_0_2_Brutus_4_T3,let's get this over with…,8,Julius,Brutus,2_MC_EI,5_MO,yes,goto9,goto12,,
Cha_0_2_Brutus_5_T1,Okay Explorer…,9,,Brutus,,4_MO,,,,,
Cha_0_2_Brutus_5_T2,Yawn…,10,,Brutus,,6_MO,,,,,
Cha_0_2_Brutus_5_T3,Time for me to beat you I guess… ,11,,Brutus,,7_MO,,,,yes,
Cha_0_2_Brutus_6_T1,Yawn..,12,,Brutus,,6_MO,,,,,
Cha_0_2_Brutus_6_T2,Yeah whatever...,13,,Brutus,,7_MO,,,,,
Cha_0_2_Brutus_6_T3,I’ll be here…,14,,Brutus,,3_MO,,,,,
Cha_0_2_Brutus_6_T4,Or whatever…,15,,Brutus,,5_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaBrutusWins_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_3a_Brutus_1_T1,Heh…,0,,Brutus,,4_MO,,,,,
Cha_0_3a_Brutus_1_T2,Well would you look at that…,1,,Brutus,,3_MO,,,,,
Cha_0_3a_Brutus_1_T3,It looks like I win Explorer…,2,,Brutus,,2_MO,,,,,
Cha_0_3a_Brutus_1_T4,Yawn…,3,,Brutus,,6_MO,,,,,
Cha_0_3a_Brutus_1_T5,How exciting…,4,,Brutus,,7_MO,,,,,
Cha_0_2a_Julius_2_T1,Take that Explorer!,5,,Julius,,2_MO_EP,,,,,
Cha_0_2a_Julius_2_T2,I knew we’d beat you!,6,,Julius,,4_MO_EC,,,,,
Cha_0_1a_Red_4_T1,It’s okay Explorer! ,7,Red,,1_MO_EP,,,,,,
Cha_0_1a_Red_4_T2,Let's go practice some more.,8,Red,,2_MO_EP,,,,,,
,,,,,,,,,,,
$Title,ChaBrutusWins_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_3a_Brutus_1_T1,Heh…,0,,Brutus,,4_MO,,,,,
Cha_0_3a_Brutus_1_T2,Well would you look at that…,1,,Brutus,,3_MO,,,,,
Cha_0_3a_Brutus_1_T3,It looks like I win Explorer…,2,,Brutus,,2_MO,,,,,
Cha_0_3a_Brutus_1_T4,Yawn…,3,,Brutus,,6_MO,,,,,
Cha_0_3a_Brutus_1_T5,How exciting…,4,,Brutus,,7_MO,,,,,
Cha_0_2a_Marcus_2_T1,Take that Explorer!,5,,Marcus,,2_MC,,,,,
Cha_0_2a_Marcus_2_T2,I knew we’d beat you!,6,,Marcus,,3_MC,,,,,
Cha_0_1a_Red_4_T1,It’s okay Explorer! ,7,Red,,1_MO_EP,,,,,,
Cha_0_1a_Red_4_T2,Let's go practice some more.,8,Red,,2_MO_EP,,,,,,
,,,,,,,,,,,
$Title,ChaBrutus_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Brutus_Laugh,Heh heh...,0,,Brutus,,8_MO,,,,,
Cha_0_3b_Brutus_1_T2,Are you ready Explorer?,1,,Brutus,,3_MO,yes,goto2,goto3,,
Cha_0_3b_Brutus_2_T1,Alright~ let's do this.,2,,Brutus,,4_MO,,,,yes,
Cha_0_3b_Brutus_3_T1,I’ll be waiting.,3,,Brutus,,5_MO,,,,yes,
,,,,,,,,,,,
$Title,ChaSignPost_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_0_Julius_1_T1,You want to challenge me again?,0,,Julius,,10_MO_EP,,,,,
Cha_0_0_Julius_1_T2,You've got guts,1,,Julius,,2_MO_EP,,,,,
Cha_0_0_Julius_1_T3,show me what you got!,2,,Julius,,4_MO_EC,yes,goto3,goto4,,
Cha_0_1b_Julius_2_T1,Alright~ let's do this.,3,,Julius,,8_MO_EP,,,,yes,
Cha_0_1b_Julius_3_T1,I’ll be waiting.,4,,Julius,,1_MO_EP,,,,yes,
,,,,,,,,,,,
$Title,ChaSignPost_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_0_Julius_2_T1,You want to challenge me again?!,0,,Julius,,10_MO_EP,,,,,
Cha_0_0_Julius_2_T2,Grrr I’ll get you this time!,1,,Julius,,7_MO_EP,yes,goto2,goto3,,
Cha_0_1b_Julius_2_T1,Alright~ let's do this.,2,,Julius,,2_MO_EP,,,,yes,
Cha_0_0_Julius_2_T3,Ugh~ why’d you call me then!,3,,Julius,,9_MO_EP,,,,yes,
,,,,,,,,,,,
$Title,ChaSignPost_1_p3,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_0_Julius_3_T1,You want to challenge me again?!,0,,Julius,,10_MO_EP,,,,,
Cha_0_0_Julius_3_T2,Didn’t you embarrass me enough already?,1,,Julius,,9_MO_EP,yes,goto2,goto3,,
Cha_0_1b_Julius_2_T1,Alright~ let's do this.,2,,Julius,,2_MO_EP,,,,yes,
Cha_0_0_Julius_3_T3,Hmph~,3,,Julius,,9_MC_EP,,,,,
Cha_0_0_Julius_3_T4,just leave me alone!,4,,Julius,,9_MO_EP,,,,yes,
,,,,,,,,,,,
$Title,ChaSignPost_1_p4,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_0_Julius_4_T1,You want to challenge me again?,0,,Julius,,1_MO_EP,,,,,
Cha_0_0_Julius_4_T2,Why can’t you just leave me alone…,1,,Julius,,21_MO_EO,yes,goto2,goto3,,
Cha_0_0_Julius_4_T3,Alright~ let's do this.,2,,Julius,,1_MO_EP,,,,yes,
Cha_0_0_Julius_4_T4,I’m out of here…,3,,Julius,,21_MO_EP,,,,yes,
,,,,,,,,,,,
$Title,ChaSignPost_1_p5,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
Cha_0_0_Julius_4_T1,You want to go again…?,0,,Julius,,3_MO_EP,yes,goto1,goto2,,
Cha_0_0_Julius_4_T2,Alright.,1,,Julius,,1_MO_EP,,,,yes,
Cha_0_0_Julius_4_T3,…Okay.,2,,Julius,,21_MO_EO,,,,yes,
,,,,,,,,,,,
$Title,RRJuliusIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
RR_0_0_Announcer_1,TIME FOR A ROYAL RUMBLE (tiger roar),0,,,,,,,,,
RR_0_0_Julius_1_T1,Hey! Not so fast! You’re too good at this. Looks like you’ll need a real challenge. ME!,1,,Julius,,4_MO_EP,,,,,
,,,,,,,,,,,
$Title,RRJuliusLost_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
RR_0_1_Julius_1_T1,H-HUh?? You beat me?? ,0,,Julius,,12_MO_EP,,,,,
RR_0_1_Julius_1_T2,You really are good at this!,1,,Julius,,1_MO_EP,,,,,
RR_0_1_Julius_1_T3,Don’t worry~ I’ll have a better challenge next time,2,,Julius,,2_MO_EP,,,,,
RR_0_1_Julius_2_T1,WHAT?? Grrr I need to think of something even harder. I’m out of here!,3,,Julius,,12_MO_EP,,,,,
RR_0_1_Julius_3_T1,No Way! That was still too easy for you? Ugh I’m leaving!,4,,Julius,,12_MO_EP,,,,,
,,,,,,,,,,,
$Title,RRJuliusWins_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
RR_0_2_Julius_1_T1,Hmph~ looks like you still need some more practice. I’m outta here.,0,,Julius,,4_MO_EP,,,,,
RR_0_2_Julius_2_T1,Just keep practicing some more~ I’ll be back to challenge you again~ just you wait!,1,,Julius,,4_MO_EP,,,,,
RR_0_2_Julius_3_T1,Wha- I beat you? Uh- well- I’ll see you in our next battle!,2,,Julius,,10_MO_EP,,,,,
,,,,,,,,,,,
$Title,RRGuardsIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
RR_1_0_Announcer_1,TIME FOR A ROYAL RUMBLE (monkey sounds),0,,,,,,,,,
,,,,,,,,,,,
$Title,RRGuardsIntro_2_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,Marcus,Brutus,6_MO,8_MC,,,,,
Brutus_Laugh,Heh heh...,1,Marcus,Brutus,6_MC,8_MO,,,,,
RR_1_0_Marcus_1_T1,Julius wasn’t being hard ENOUGH on you~ you’re too good at cleaning up our messes!,2,Marcus,Brutus,5_MO,5_MC,,,,,
RR_1_0_Brutus_2_T1,Looks like it’s up to us to challenge you!,3,Marcus,Brutus,3_MC,2_MO,,,,,
,,,,,,,,,,,
$Title,RRGuardsIntro_2_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,Marcus,Brutus,6_MO,8_MC,,,,,
RR_1_1_Marcus_1_T1,Slow down Explorer! You’ll ruin our fun by cleaning up so fast!,1,Marcus,Brutus,2_MO,3_MC,,,,,
Brutus_Laugh,Heh heh...,2,Marcus,Brutus,6_MC,8_MO,,,,,
RR_1_1_Brutus_2_T1,Yeah~ looks like we have to make this more… interesting!,3,Marcus,Brutus,3_Mc,2_MO,,,,,
,,,,,,,,,,,
$Title,RRGuardsLost_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
RR_1_2_Marcus_1_T1,What!! You beat us?? Impossible! Let’s get out of here!,0,Marcus,Brutus,4_MO,5_MC,,,,,
RR_1_2_Brutus_2_T1,Hehe you beat us… not that I’m shocked.,1,Marcus,Brutus,5_MC,4_MO,,,,,
RR_1_2_Marcus_3_T1,UGH let’s just get out of here!!,2,Marcus,Brutus,4_MO,5_MC,,,,,
RR_1_2_Brutus_4_T1,No Way! That was still too easy for you? Ugh we’re leaving!,3,Marcus,Brutus,5_MC,4_MO,,,,,
,,,,,,,,,,,
$Title,RRGuardsWins_1_p1,,,,,,,,,,
$Quip Collection,yes,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,down,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,yes,,,,,,,,,,
$Segments,,,,,,,,,,,
$Segments,,,,,,,,,,,
Marcus_Laugh,HA HA HA!!!!,0,Marcus,Brutus,6_MO,8_MC,,,,,
RR_1_3_Marcus_1_T1,Till next time!,1,Marcus,Brutus,2_MO,3_MC,,,,,
Brutus_Laugh,Heh heh...,2,Marcus,Brutus,6_MC,8_MO,,,,,
RR_1_3_Brutus_2_T1,Don’t worry~ we’ll be back.,3,Marcus,Brutus,3_MC,2_MO,,,,,
RR_1_3_Marcus_3_T1,How did we beat you!! ,4,Marcus,Brutus,2_MO,3_MC,,,,,
RR_1_3_Brutus_4_T1,Yawn… let’s head out. See you soon Explorer,5,Marcus,Brutus,3_MC,6_MO,,,,,
,,,,,,,,,,,
$Title,GorillaIntro_1_p1,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,sides,,,,,,,,,,
$Talkie End,left,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Red_0_T1,Hello Darwin! It’s been a while!,0,Red,Darwin,1_MO_EI,10_MC_EO,,,,,
P_1_1_Darwin_1_T1,OH!,1,Red,Darwin,1_MC_EI,13_MO_EI,,,,,
P_1_1_Darwin_2_T1,Hi there Red! It’s good to see you!,2,Red,Darwin,1_MC_EI,1_MO_EI,,,,,
P_1_1_Darwin_2_T2,I …. Uhh,3,Red,Darwin,1_MC_EI,7_MO_EP,,,,,
P_1_1_Darwin_2_T3,see you have others with you.,4,Red,Darwin,1_MC_EI,2_MO_EI,,,,,
P_1_1_Red_3_T1,Yes! This is Wally.,5,Red,Darwin,12_MO_EI,1_MC_EI,,,,,
P_1_1_Wally_4_T1,Hey.,6,Wally,Darwin,3_MO_EI,2_MC_EC,,,,,
P_1_1_Red_5_T1,And this here is the Explorer! They’re super smart and can't wait to help and learn!,7,Red,Darwin,12_MO_EP,7_MC_EP,,,,,
P_1_1_Darwin_6_T1,Hi to the both of you! As Red said earlier my name is,8,Red,Darwin,1_MC_EI,1_MO_EP,,,,,
P_1_1_Darwin_6_T2,… uh Darwin…,9,Red,Darwin,1_MC_EI,7_MO_EO,,,,,
P_1_1_Darwin_6_T3,You see… I used to be the King's most trusted….,10,Red,Darwin,1_MC_EI,8_MO_EP,,,,,
P_1_1_Darwin_6_T4,Uhhh…,11,Red,Darwin,1_MC_EI,9_MO_EO,,,,,
P_1_1_Darwin_6_T5,Advisor!!,12,Red,Darwin,1_MC_EI,8_MO_EP,,,,,
P_1_1_Darwin_6_T6,Yes advisor!,13,Red,Darwin,1_MC_EI,4_MO_EP,,,,,
P_1_1_Darwin_6_T7,However… Adventure was calling my name and I just had to see what’s out there!,14,Red,Darwin,1_MC_EI,1_MO_EI,,,,,
P_1_1_Wally_7_T1,Red was saying earlier that the King is away? Why is that?,15,Darwin,Wally,1_MC_EI,9_MO_EI,,,,,
P_1_1_Darwin_8_T1,Oh right!,16,Darwin,Wally,8_MO_EI,9_MC_EI,,,,,
P_1_1_Darwin_8_T2,Yes yes the King is away to…,17,Darwin,Wally,7_MO_EO,9_MC_EI,,,,,
P_1_1_Darwin_8_T3,Uhh…,18,Darwin,Wally,9_MO_EO,9_MC_EI,,,,,
P_1_1_Darwin_8_T4,OH! YES!,19,Darwin,Wally,4_MO_EP,9_MC_EI,,,,,
RedWally_Huh,Huh?!,20,Red,Wally,5_MO_EI,6_MO_EI,,,,,
P_1_1_Darwin_11_T1,The King went out to help another kingdom in need!,21,Darwin,Red,2_MO_EI,8_MC_EI,,,,,
P_1_1_Darwin_11_T2,How silly of me to forget.,22,Darwin,Red,11_MO_EO,8_MC_EI,,,,,
P_1_1_Darwin_11_T3,A kind King indeed...,23,Darwin,Red,7_MO_EO,8_MC_EI,,,,,
P_1_1_Darwin_11_T4,I even remember when he had Julius!,24,Darwin,Red,2_MO_EC,11_MC_EI,,,,,
P_1_1_Darwin_11_T5,I can’t wait to see him again!,25,Darwin,Red,4_MO_EI,11_MC_EI,,,,,
,,,,,,,,,,,
$Title,GorillaIntro_1_p2,,,,,,,,,,
$Quip Collection,no,,,,,,,,,,
$Talkie Start,right,,,,,,,,,,
$Talkie End,sides,,,,,,,,,,
$Dim BG Start,yes,,,,,,,,,,
$Dim BG End,yes,,,,,,,,,,
$Letterbox Start,yes,,,,,,,,,,
$Letterbox End,no,,,,,,,,,,
$Segments,,,,,,,,,,,
P_1_1_Julius_12_T1,I don’t know if I can do this guys...,0,Julius,,3_MO_EO,,,,,,
P_1_1_Julius_12_T2,I’m a bit nervous to run this kingdom on my own…,1,Julius,,5_MO_EI,,,,,,
P_1_1_Brutus_13_T1,But there's some perks to that though…,2,Julius,Brutus,5_MC_EI,3_MO,,,,,
P_1_1_Brutus_13_T2,Yawn...,3,Julius,Brutus,5_MC_EI,6_MO,,,,,
